campaign_id,date,channel,campaign_name,country,segment,impressions,clicks,conversions,spend,revenue,ctr,cac,roas,cvr,year,month,week,day_of_week
CAMP-03110,2026-03-06,display,Sharable leadingedge application Display IT,Italy,new,53753,107,2,1844.18,286.23,0.0019905865719122653,922.09,0.1552071923564945,0.018691588785046728,2026,3,10,Friday
CAMP-03694,2024-11-05,search,Integrated global customer loyalty Search FR,France,new,179115,11431,159,540.5,17523.66,0.06381933394746392,3.39937106918239,32.42120259019426,0.013909544221852857,2024,11,45,Tuesday
CAMP-04974,2025-12-10,display,Monitored system-worthy standardization Display FR,France,returning,23825,54,1,648.1,107.91,0.0022665267576075553,648.1,0.16650208301188088,0.018518518518518517,2025,12,50,Wednesday
CAMP-01748,2025-01-04,social,Universal incremental benchmark Social FR,France,vip,12744,594,22,1799.22,2168.94,0.046610169491525424,81.78272727272727,1.205489045252943,0.037037037037037035,2025,1,1,Saturday
CAMP-00888,2026-04-16,social,Customer-focused fresh-thinking service-desk Social SP,Spain,vip,10232,476,10,519.18,1426.89,0.04652071931196247,51.91799999999999,2.748353172310182,0.02100840336134454,2026,4,16,Thursday
CAMP-04155,2024-07-29,email,Intuitive directional capacity Email SP,Spain,vip,32948,4521,138,395.81,16377.82,0.13721621949738982,2.8681884057971017,41.37798438644804,0.030524220305242204,2024,7,31,Monday
CAMP-00069,2025-11-23,email,Monitored solution-oriented open system Email GE,Germany,new,30051,6693,242,1598.8,20905.03,0.22272137366476988,6.606611570247933,13.075450337753315,0.03615717914238757,2025,11,47,Sunday
CAMP-02729,2024-08-11,social,Front-line client-driven challenge Social IT,Italy,vip,7084,394,5,1755.61,749.7,0.05561829474872953,351.12199999999996,0.42703106042913863,0.012690355329949238,2024,8,32,Sunday
CAMP-02101,2025-02-18,email,Right-sized analyzing policy Email NE,Netherlands,returning,2390,303,8,2862.57,1020.83,0.12677824267782425,357.82125,0.35661311339111357,0.026402640264026403,2025,2,8,Tuesday
CAMP-00569,2025-10-11,search,Multi-lateral cohesive application Search GE,Germany,vip,37601,3511,16,917.85,1452.13,0.09337517619212254,57.365625,1.5820994715912187,0.004557106237539163,2025,10,41,Saturday
CAMP-02026,2026-02-08,social,Compatible 4thgeneration moratorium Social IT,Italy,new,12270,542,24,1098.26,2172.26,0.04417277913610432,45.76083333333333,1.9779105129932806,0.04428044280442804,2026,2,6,Sunday
CAMP-00097,2025-06-05,email,Self-enabling fresh-thinking groupware Email GE,Germany,returning,8186,1568,45,960.47,6139.53,0.19154654287808454,21.343777777777778,6.392214228450654,0.028698979591836735,2025,6,23,Thursday
CAMP-01042,2025-04-20,search,Multi-channeled web-enabled Internet solution Search SP,Spain,new,31638,1498,30,666.35,3755.0,0.04734812567166066,22.211666666666666,5.635176708936744,0.020026702269692925,2025,4,16,Sunday
CAMP-01455,2025-12-30,search,Cross-platform multi-state capacity Search GE,Germany,new,46948,4885,222,1098.79,27846.71,0.10405129078981,4.949504504504504,25.343068284203532,0.045445240532241554,2025,12,1,Tuesday
CAMP-00140,2024-06-22,social,Visionary contextually-based success Social IT,Italy,returning,35313,285,2,520.93,238.35,0.008070682185031009,260.465,0.457547079262089,0.007017543859649123,2024,6,25,Saturday
CAMP-02654,2026-04-14,search,Multi-lateral reciprocal capability Search NE,Netherlands,returning,48806,4270,68,560.18,7901.15,0.08748924312584519,8.237941176470587,14.104662786961335,0.01592505854800937,2026,4,16,Tuesday
CAMP-01261,2025-06-29,search,Optional system-worthy solution Search IT,Italy,new,37777,3677,96,4595.26,8309.38,0.0973343568838182,47.86729166666667,1.8082502404651748,0.026108240413380474,2025,6,26,Sunday
CAMP-03929,2025-05-12,email,Streamlined bottom-line collaboration Email SP,Spain,new,13043,2289,25,2730.3,2493.97,0.17549643486927854,109.212,0.9134417463282422,0.010921799912625601,2025,5,20,Monday
CAMP-01352,2026-01-29,display,Multi-layered next generation success Display FR,France,new,68780,144,2,3203.37,280.38,0.0020936318697295725,1601.685,0.0875265735772015,0.013888888888888888,2026,1,5,Thursday
CAMP-01967,2025-07-25,social,Profound 24hour function Social FR,France,new,6764,277,12,386.2,1191.58,0.04095209934949734,32.18333333333333,3.0853961677887103,0.04332129963898917,2025,7,30,Friday
CAMP-03796,2024-08-11,search,De-engineered asymmetric definition Search GE,Germany,returning,11520,1027,34,1052.37,4166.5,0.08914930555555556,30.95205882352941,3.9591588509744677,0.033106134371957155,2024,8,32,Sunday
CAMP-04027,2025-01-03,display,Fully-configurable global strategy Display IT,Italy,new,113689,141,2,686.66,228.34,0.0012402255275356456,343.33,0.3325372090991175,0.014184397163120567,2025,1,1,Friday
CAMP-01026,2026-04-05,email,User-friendly neutral flexibility Email GE,Germany,returning,6023,1202,43,1861.74,3699.27,0.19956832143450107,43.296279069767444,1.986996035966354,0.03577371048252912,2026,4,14,Sunday
CAMP-00464,2024-06-13,display,Synchronized interactive encryption Display IT,Italy,vip,44267,92,2,1560.31,210.0,0.0020782976031806987,780.155,0.13458863943703495,0.021739130434782608,2024,6,24,Thursday
CAMP-02375,2025-03-30,search,Face-to-face fresh-thinking core Search NE,Netherlands,vip,42081,3982,110,893.18,11835.11,0.09462702882536062,8.11981818181818,13.250531807698337,0.027624309392265192,2025,3,13,Sunday
CAMP-01273,2025-03-01,email,Streamlined attitude-oriented product Email NE,Netherlands,new,11557,1436,54,663.69,5310.49,0.12425369905684866,12.290555555555557,8.001461525712305,0.037604456824512536,2025,3,9,Saturday
CAMP-03938,2026-03-20,search,Synchronized tangible data-warehouse Search SP,Spain,new,15114,1410,23,679.08,2827.53,0.09329098848749504,29.52521739130435,4.163765682982859,0.016312056737588652,2026,3,12,Friday
CAMP-00595,2026-02-01,social,Universal zero administration data-warehouse Social NE,Netherlands,returning,17783,645,13,644.19,1040.59,0.036270595512568185,49.55307692307693,1.6153464040112386,0.020155038759689922,2026,2,5,Sunday
CAMP-02216,2025-07-27,display,Stand-alone bi-directional projection Display IT,Italy,returning,16410,37,1,1722.59,135.74,0.0022547227300426568,1722.59,0.07879994659205035,0.02702702702702703,2025,7,30,Sunday
CAMP-04918,2026-03-14,search,Proactive client-server archive Search FR,France,vip,34768,1044,23,484.28,2473.24,0.030027611596870684,21.055652173913042,5.107045510861485,0.022030651340996167,2026,3,11,Saturday
CAMP-00451,2026-04-01,search,Adaptive optimizing installation Search FR,France,new,18983,945,26,1450.72,2935.38,0.0497813833429911,55.79692307692308,2.0233952795853094,0.027513227513227514,2026,4,14,Wednesday
CAMP-01551,2026-01-24,display,Profound zero administration knowledge user Display GE,Germany,returning,10817,25,1,5856.6,144.7,0.002311176851252658,5856.6,0.024707167981422664,0.04,2026,1,4,Saturday
CAMP-01413,2026-02-26,display,Distributed analyzing core Display SP,Spain,new,15100,37,1,1331.98,109.27,0.002450331125827815,1331.98,0.08203576630279734,0.02702702702702703,2026,2,9,Thursday
CAMP-01872,2026-03-30,social,Sharable client-driven moderator Social SP,Spain,new,20133,1149,21,1965.74,2387.71,0.05707048129935926,93.60666666666667,1.214662162849614,0.018276762402088774,2026,3,14,Monday
CAMP-04486,2025-03-17,search,Assimilated secondary adapter Search GE,Germany,returning,9581,1052,35,537.66,4707.56,0.10980064711407996,15.361714285714285,8.75564483130603,0.03326996197718631,2025,3,12,Monday
CAMP-02471,2026-01-29,search,Triple-buffered exuding secured line Search NE,Netherlands,vip,26635,1972,52,1296.66,6327.16,0.07403792003003566,24.935769230769232,4.879582928446933,0.02636916835699797,2026,1,5,Thursday
CAMP-01336,2026-01-01,social,Stand-alone dynamic data-warehouse Social IT,Italy,new,4954,98,2,595.91,227.33,0.019781994348001614,297.955,0.38148378110788544,0.02040816326530612,2026,1,1,Thursday
CAMP-03847,2024-08-04,search,Fully-configurable web-enabled installation Search SP,Spain,vip,43995,4684,22,1473.02,3019.87,0.106466643936811,66.95545454545454,2.0501215190560886,0.004696840307429547,2024,8,31,Sunday
CAMP-04407,2026-04-09,search,Compatible client-driven time-frame Search GE,Germany,returning,45098,2351,95,1179.6,9929.52,0.052130914896447736,12.416842105263157,8.417700915564598,0.040408336877924285,2026,4,15,Thursday
CAMP-04026,2025-08-23,social,Multi-lateral reciprocal concept Social FR,France,returning,16621,810,27,1301.94,3263.31,0.04873352987184887,48.22,2.5064979952993225,0.03333333333333333,2025,8,34,Saturday
CAMP-02985,2025-11-26,social,Assimilated maximized focus group Social FR,France,returning,8696,312,13,559.31,1245.12,0.035878564857405704,43.02384615384615,2.226171532781463,0.041666666666666664,2025,11,48,Wednesday
CAMP-04081,2024-06-21,email,Mandatory human-resource neural-net Email SP,Spain,vip,13395,2587,78,848.72,10992.13,0.1931317655841732,10.88102564102564,12.951420963333018,0.03015075376884422,2024,6,25,Friday
CAMP-03300,2024-05-21,display,Exclusive client-server artificial intelligence Display GE,Germany,returning,18977,37,1,601.0,146.73,0.0019497286188544028,601.0,0.2441430948419301,0.02702702702702703,2024,5,21,Tuesday
CAMP-04729,2024-09-05,display,Profit-focused dedicated workforce Display GE,Germany,returning,18033,50,2,712.54,269.21,0.002772694504519492,356.27,0.3778173856906279,0.04,2024,9,36,Thursday
CAMP-01537,2025-11-06,search,User-friendly optimizing core Search SP,Spain,returning,42919,3493,91,348.79,11573.39,0.08138586639949673,3.832857142857143,33.18154190200407,0.026052104208416832,2025,11,45,Thursday
CAMP-02019,2025-05-04,social,User-friendly analyzing knowledgebase Social SP,Spain,returning,13191,574,20,915.0,2287.5,0.04351451747403533,45.75,2.5,0.03484320557491289,2025,5,18,Sunday
CAMP-00193,2024-09-27,display,De-engineered mission-critical open system Display FR,France,returning,23291,72,1,293.16,91.45,0.0030913228285603883,293.16,0.3119456951835175,0.013888888888888888,2024,9,39,Friday
CAMP-03817,2025-09-30,search,Phased encompassing database Search IT,Italy,vip,20444,1333,54,1198.61,6251.92,0.06520250440226961,22.19648148148148,5.21597517124002,0.04051012753188297,2025,9,40,Tuesday
CAMP-04224,2024-12-06,social,Cross-platform stable matrices Social GE,Germany,new,48779,1420,56,885.81,6433.54,0.029110887882080404,15.818035714285713,7.262889332926926,0.03943661971830986,2024,12,49,Friday
CAMP-01375,2025-08-17,email,Cross-platform zero tolerance projection Email FR,France,vip,7700,1470,54,1953.74,6549.18,0.19090909090909092,36.18037037037037,3.3521246429924147,0.036734693877551024,2025,8,33,Sunday
CAMP-04275,2025-03-01,display,Extended reciprocal project Display GE,Germany,new,65406,131,4,1584.26,442.07,0.002002874354034798,396.065,0.27903879413732596,0.030534351145038167,2025,3,9,Saturday
CAMP-04480,2025-12-20,display,Sharable upward-trending benchmark Display IT,Italy,new,52478,136,4,315.54,590.36,0.002591562178436678,78.885,1.870951384927426,0.029411764705882353,2025,12,51,Saturday
CAMP-04969,2025-01-06,display,Switchable directional open architecture Display NE,Netherlands,vip,56470,132,1,1092.26,95.88,0.002337524349211971,1092.26,0.08778129749327084,0.007575757575757576,2025,1,2,Monday
CAMP-02606,2026-02-19,social,Enterprise-wide needs-based task-force Social IT,Italy,vip,16884,723,19,1069.95,2689.5,0.04282160625444208,56.31315789473685,2.5136688630309827,0.02627939142461964,2026,2,8,Thursday
CAMP-03689,2024-11-19,display,Fully-configurable non-volatile methodology Display IT,Italy,vip,63939,100,2,1028.36,198.26,0.0015639906786155554,514.18,0.19279240732817302,0.02,2024,11,47,Tuesday
CAMP-02842,2026-03-14,social,Function-based eco-centric focus group Social GE,Germany,vip,24476,774,30,633.7,3681.54,0.0316228141853244,21.123333333333335,5.809594445321129,0.03875968992248062,2026,3,11,Saturday
CAMP-03865,2024-11-13,display,Switchable 6thgeneration groupware Display IT,Italy,new,33686,75,1,2036.64,98.64,0.0022264442201508044,2036.64,0.04843271270327598,0.013333333333333334,2024,11,46,Wednesday
CAMP-04237,2025-11-07,display,Synchronized multi-state capacity Display GE,Germany,returning,24376,63,0,541.23,0.0,0.002584509353462422,,0.0,0.0,2025,11,45,Friday
CAMP-03856,2025-07-21,email,Virtual 24hour moderator Email IT,Italy,new,19994,5554,142,1015.62,15029.21,0.2777833350005002,7.15225352112676,14.798064236623933,0.02556715880446525,2025,7,30,Monday
CAMP-02715,2025-04-02,search,Inverse eco-centric database Search SP,Spain,vip,82120,7623,307,877.75,28061.07,0.09282756941061861,2.8591205211726383,31.969319282255768,0.04027285845467664,2025,4,14,Wednesday
CAMP-03754,2025-12-17,search,Networked analyzing software Search SP,Spain,new,23819,2541,79,1231.55,6728.79,0.1066795415424661,15.589240506329114,5.463675855629085,0.03109012199921291,2025,12,51,Wednesday
CAMP-02246,2024-11-02,email,Profound web-enabled definition Email FR,France,new,12926,3341,114,573.29,9803.6,0.2584712981587498,5.028859649122807,17.10059481239861,0.03412152050284346,2024,11,44,Saturday
CAMP-01659,2026-03-15,email,Integrated demand-driven encryption Email SP,Spain,new,9032,1401,56,873.04,7725.42,0.15511514614703278,15.59,8.848872903876112,0.03997144896502498,2026,3,11,Sunday
CAMP-02562,2026-03-12,email,Networked homogeneous utilization Email GE,Germany,new,22687,3194,121,635.77,11813.66,0.14078547185612905,5.254297520661157,18.581656888497413,0.03788353162179086,2026,3,11,Thursday
CAMP-04607,2025-07-18,social,Decentralized leadingedge service-desk Social IT,Italy,returning,9413,232,6,1455.47,820.3,0.024646765112079038,242.57833333333335,0.5635980130129786,0.02586206896551724,2025,7,29,Friday
CAMP-01744,2025-04-14,social,Streamlined content-based budgetary management Social SP,Spain,returning,5909,122,4,1110.25,564.8,0.02064647148417668,277.5625,0.5087142535464985,0.03278688524590164,2025,4,16,Monday
CAMP-03086,2025-04-05,email,Right-sized coherent matrix Email GE,Germany,vip,13459,2729,74,2279.14,8107.59,0.20276394977338583,30.79918918918919,3.5573023157857793,0.027116159765481863,2025,4,14,Saturday
CAMP-04288,2025-01-22,social,Persistent multi-tasking architecture Social FR,France,new,8947,277,6,309.08,754.3,0.03096009835699117,51.51333333333333,2.440468487123075,0.021660649819494584,2025,1,4,Wednesday
CAMP-01768,2025-12-31,search,Re-contextualized foreground forecast Search IT,Italy,vip,16700,1506,28,1098.79,3711.03,0.09017964071856287,39.2425,3.3773787529919277,0.01859229747675963,2025,12,1,Wednesday
CAMP-01895,2024-06-21,display,Customer-focused mission-critical flexibility Display IT,Italy,new,66648,151,6,1411.38,526.44,0.0022656343776257352,235.23000000000002,0.37299664158483187,0.039735099337748346,2024,6,25,Friday
CAMP-04850,2024-12-19,display,Realigned holistic monitoring Display NE,Netherlands,vip,56535,105,3,933.35,364.04,0.0018572565667285751,311.1166666666667,0.39003589221621043,0.02857142857142857,2024,12,51,Thursday
CAMP-03718,2025-01-22,display,Focused multi-state approach Display FR,France,returning,31846,76,3,1885.87,449.35,0.0023864849588645354,628.6233333333333,0.2382719911764862,0.039473684210526314,2025,1,4,Wednesday
CAMP-02523,2025-05-03,search,Realigned solution-oriented function Search NE,Netherlands,new,93196,4941,182,620.12,26472.46,0.053017296879694406,3.4072527472527474,42.689253692833645,0.03683464885650678,2025,5,18,Saturday
CAMP-03467,2025-11-22,email,Persistent hybrid encryption Email SP,Spain,new,29425,7140,227,441.08,27098.49,0.24265080713678844,1.9430837004405286,61.43667815362293,0.03179271708683473,2025,11,47,Saturday
CAMP-04054,2024-09-19,display,Extended 4thgeneration knowledge user Display FR,France,vip,10849,26,0,216.73,0.0,0.0023965342427873537,,0.0,0.0,2024,9,38,Thursday
CAMP-03931,2026-03-03,social,Balanced mission-critical circuit Social IT,Italy,returning,37096,1603,57,1293.0,8094.44,0.04321220616778089,22.68421052631579,6.260201082753286,0.035558328134747345,2026,3,10,Tuesday
CAMP-00167,2025-11-05,search,Proactive uniform website Search GE,Germany,new,31272,2171,96,1233.9,9822.02,0.06942312611921207,12.853125,7.960142637166707,0.044219253800092125,2025,11,45,Wednesday
CAMP-02219,2025-01-08,display,Robust multi-tasking matrices Display FR,France,vip,11139,18,0,1220.11,0.0,0.0016159439806086723,,0.0,0.0,2025,1,2,Wednesday
CAMP-03679,2025-01-13,social,Implemented asynchronous infrastructure Social FR,France,vip,31962,1397,34,2056.39,5014.37,0.04370815343220074,60.48205882352941,2.438433371101785,0.024337866857551897,2025,1,3,Monday
CAMP-01025,2025-08-17,email,Exclusive upward-trending definition Email IT,Italy,new,34398,8592,400,1317.05,53193.95,0.24978196406767836,3.2926249999999997,40.38870961618769,0.04655493482309125,2025,8,33,Sunday
CAMP-01362,2025-08-07,search,Switchable next generation migration Search IT,Italy,vip,16582,1586,36,1034.86,4959.78,0.0956458810758654,28.74611111111111,4.792706259783932,0.02269861286254729,2025,8,32,Thursday
CAMP-02901,2026-02-12,search,Universal regional encoding Search FR,France,new,29628,2894,91,745.54,8075.09,0.09767787228297556,8.192747252747253,10.831196179950105,0.03144436765722184,2026,2,7,Thursday
CAMP-01893,2025-09-18,social,Cross-platform stable conglomeration Social SP,Spain,new,5519,139,4,812.47,559.35,0.025185722051096215,203.1175,0.6884561891515995,0.02877697841726619,2025,9,38,Thursday
CAMP-03567,2025-09-13,social,Object-based 3rdgeneration parallelism Social SP,Spain,new,12033,110,2,3208.84,161.7,0.009141527466134796,1604.42,0.05039204198401914,0.01818181818181818,2025,9,37,Saturday
CAMP-01097,2024-07-05,search,Open-architected user-facing archive Search FR,France,vip,94171,5683,232,789.39,22560.7,0.06034766541716664,3.402543103448276,28.57991613777727,0.04082350871018828,2024,7,27,Friday
CAMP-02099,2025-06-05,email,Multi-layered composite encryption Email IT,Italy,new,16180,4281,154,1218.53,15543.91,0.26458590852904823,7.9125324675324675,12.756280107998982,0.03597290352721327,2025,6,23,Thursday
CAMP-04920,2025-04-05,email,Ameliorated analyzing time-frame Email NE,Netherlands,returning,15364,2417,34,590.73,3021.12,0.15731580317625618,17.374411764705883,5.114214615814331,0.01406702523789822,2025,4,14,Saturday
CAMP-00153,2024-09-04,search,Persistent zero tolerance functionalities Search FR,France,vip,8327,410,9,1113.94,824.76,0.049237420439534045,123.77111111111111,0.7403989442878431,0.02195121951219512,2024,9,36,Wednesday
CAMP-02584,2025-09-24,search,Business-focused well-modulated neural-net Search FR,France,returning,10266,722,12,509.93,1765.83,0.07032924215858173,42.494166666666665,3.4628870629302058,0.01662049861495845,2025,9,39,Wednesday
CAMP-04796,2026-03-22,search,Virtual demand-driven orchestration Search NE,Netherlands,returning,25626,2979,83,765.28,10265.12,0.1162491219854835,9.22024096385542,13.413547982437802,0.027861698556562606,2026,3,12,Sunday
CAMP-03950,2026-03-22,search,Switchable demand-driven access Search GE,Germany,vip,38163,3646,115,865.83,9697.51,0.09553756256059534,7.528956521739131,11.20024716168301,0.03154141524958859,2026,3,12,Sunday
CAMP-01520,2026-03-09,social,Intuitive reciprocal frame Social FR,France,new,12726,797,23,1840.38,2564.93,0.06262769134056263,80.01652173913044,1.3936958671578694,0.028858218318695106,2026,3,11,Monday
CAMP-04210,2024-10-11,social,Upgradable zero-defect encryption Social NE,Netherlands,returning,9366,461,20,2785.49,1964.26,0.049220585095024555,139.2745,0.7051757500475679,0.04338394793926247,2024,10,41,Friday
CAMP-01673,2024-07-11,search,Cloned radical ability Search IT,Italy,vip,14566,1186,16,1152.57,1486.45,0.08142249073184127,72.035625,1.289683056126743,0.013490725126475547,2024,7,28,Thursday
CAMP-02923,2025-12-10,search,Upgradable 6thgeneration protocol Search GE,Germany,new,20438,2533,84,755.96,8000.44,0.1239358058518446,8.99952380952381,10.583152547753848,0.03316225819186735,2025,12,50,Wednesday
CAMP-01434,2025-03-24,email,Reduced directional help-desk Email NE,Netherlands,returning,7310,1649,13,645.78,1933.69,0.2255813953488372,49.675384615384615,2.99434792034439,0.007883565797453002,2025,3,13,Monday
CAMP-04872,2025-06-19,social,Re-engineered incremental policy Social SP,Spain,returning,16863,698,16,1191.19,1832.04,0.04139239755678112,74.449375,1.5379914203443614,0.022922636103151862,2025,6,25,Thursday
CAMP-02032,2025-09-27,search,Cross-platform mobile algorithm Search SP,Spain,new,12421,729,9,500.63,899.42,0.058690926656468884,55.62555555555556,1.7965763138445558,0.012345679012345678,2025,9,39,Saturday
CAMP-01624,2025-07-05,social,Exclusive stable ability Social FR,France,new,3509,169,5,977.57,582.56,0.0481618694784839,195.514,0.595926634409812,0.029585798816568046,2025,7,27,Saturday
CAMP-00032,2024-09-03,search,Realigned 4thgeneration support Search GE,Germany,vip,59522,6500,209,1823.37,16854.55,0.10920331978092133,8.72425837320574,9.243625813740492,0.03215384615384615,2024,9,36,Tuesday
CAMP-00938,2025-08-28,email,Persevering stable Graphic Interface Email NE,Netherlands,vip,18920,3104,102,702.28,14635.88,0.16405919661733614,6.885098039215686,20.840519450931254,0.03286082474226804,2025,8,35,Thursday
CAMP-01527,2024-09-29,social,Object-based asynchronous core Social FR,France,new,20842,804,20,1270.26,2784.85,0.03857595240380002,63.513,2.192346448758522,0.024875621890547265,2024,9,39,Sunday
CAMP-02651,2025-01-24,email,Exclusive directional instruction set Email SP,Spain,new,21826,4780,136,1327.82,17441.98,0.21900485659305416,9.763382352941177,13.135801539365275,0.028451882845188285,2025,1,4,Friday
CAMP-04565,2025-11-28,display,Implemented grid-enabled infrastructure Display IT,Italy,new,33957,67,1,2389.08,124.93,0.001973083605736667,2389.08,0.052292095702111276,0.014925373134328358,2025,11,48,Friday
CAMP-00310,2025-06-09,display,Managed non-volatile orchestration Display FR,France,new,9329,26,1,1098.79,80.23,0.0027870082538321364,1098.79,0.07301668198654884,0.038461538461538464,2025,6,24,Monday
CAMP-03001,2025-01-17,search,Horizontal explicit forecast Search FR,France,new,26072,1494,44,649.59,6158.63,0.057302853636084686,14.763409090909091,9.480795578749673,0.029451137884872823,2025,1,3,Friday
CAMP-01500,2025-09-02,display,Self-enabling reciprocal superstructure Display FR,France,vip,192952,336,9,1841.14,1325.91,0.0017413657282640243,204.57111111111112,0.7201570765938494,0.026785714285714284,2025,9,36,Tuesday
CAMP-04158,2026-02-21,social,Enterprise-wide tangible support Social NE,Netherlands,new,22652,749,17,566.76,2150.59,0.033065512978986404,33.33882352941176,3.7945338414849323,0.022696929238985315,2026,2,8,Saturday
CAMP-04450,2024-06-13,display,Exclusive multi-tasking attitude Display NE,Netherlands,returning,42132,47,1,1897.23,132.8,0.0011155416310642742,1897.23,0.069996784786241,0.02127659574468085,2024,6,24,Thursday
CAMP-00496,2026-01-08,email,Secured client-server system engine Email GE,Germany,vip,9367,842,14,1148.81,2071.26,0.08989003950037365,82.05785714285715,1.8029613251973784,0.0166270783847981,2026,1,2,Thursday
CAMP-00206,2025-05-03,display,Open-source human-resource synergy Display SP,Spain,returning,18014,36,0,1041.4,0.0,0.001998445653380704,,0.0,0.0,2025,5,18,Saturday
CAMP-02727,2024-10-06,email,User-centric systematic throughput Email GE,Germany,new,20474,3525,106,2108.28,12673.98,0.17216958093191365,19.889433962264153,6.011525983265979,0.030070921985815603,2024,10,40,Sunday
CAMP-03426,2024-05-30,email,Vision-oriented multi-tasking framework Email FR,France,returning,11461,1870,80,1106.1,7225.91,0.16316202774626995,13.826249999999998,6.532781846126029,0.0427807486631016,2024,5,22,Thursday
CAMP-03905,2024-11-22,email,Managed national encryption Email SP,Spain,vip,7036,679,25,408.4,2582.09,0.0965036952814099,16.336,6.32245347698335,0.036818851251840944,2024,11,47,Friday
CAMP-00306,2024-09-05,social,Versatile client-server matrix Social NE,Netherlands,returning,23859,689,29,850.92,2734.19,0.028877991533593193,29.34206896551724,3.2132162835519207,0.0420899854862119,2024,9,36,Thursday
CAMP-03867,2025-10-24,social,Business-focused attitude-oriented analyzer Social NE,Netherlands,returning,8839,196,6,4132.95,520.3,0.022174454123769657,688.8249999999999,0.1258907076059473,0.030612244897959183,2025,10,43,Friday
CAMP-02313,2024-07-18,display,Implemented uniform service-desk Display GE,Germany,new,16081,21,0,1969.79,0.0,0.0013058889372551457,,0.0,0.0,2024,7,29,Thursday
CAMP-01062,2024-12-21,social,Re-contextualized web-enabled budgetary management Social IT,Italy,new,16633,691,26,764.86,2180.75,0.04154391871580593,29.41769230769231,2.8511753785006406,0.03762662807525326,2024,12,51,Saturday
CAMP-00844,2025-07-20,display,Advanced full-range archive Display NE,Netherlands,vip,19608,24,0,2179.51,0.0,0.0012239902080783353,,0.0,0.0,2025,7,29,Sunday
CAMP-02768,2025-11-29,social,Advanced solution-oriented conglomeration Social FR,France,vip,19354,973,23,1237.46,2422.91,0.050273845199958665,53.802608695652175,1.9579703586378547,0.023638232271325797,2025,11,48,Saturday
CAMP-04674,2025-07-21,email,Upgradable discrete alliance Email GE,Germany,new,12114,1587,19,1516.81,1922.35,0.13100544824170382,79.83210526315789,1.2673637436462049,0.011972274732199117,2025,7,30,Monday
CAMP-00212,2025-07-10,social,Organized optimal core Social GE,Germany,new,6489,218,7,2159.42,804.12,0.03359531514871321,308.48857142857145,0.3723777681043984,0.03211009174311927,2025,7,28,Thursday
CAMP-01109,2024-12-23,search,De-engineered responsive projection Search FR,France,returning,42561,3395,84,1098.79,12557.85,0.07976786259721341,13.080833333333333,11.428798951574004,0.024742268041237112,2024,12,52,Monday
CAMP-03789,2025-05-21,search,Switchable 24hour array Search IT,Italy,new,53252,4948,105,2471.37,9298.94,0.09291669796439571,23.53685714285714,3.762666051623189,0.02122069523039612,2025,5,21,Wednesday
CAMP-00566,2024-08-22,email,Multi-lateral logistical task-force Email NE,Netherlands,vip,17727,2212,39,1372.1,5045.03,0.12478140689343939,35.18205128205128,3.6768675752496174,0.01763110307414105,2024,8,34,Thursday
CAMP-04663,2025-07-09,search,Universal 3rdgeneration task-force Search IT,Italy,vip,18051,1280,20,1100.4,1777.97,0.07091019888094842,55.02,1.615748818611414,0.015625,2025,7,28,Wednesday
CAMP-03652,2024-10-17,display,Expanded eco-centric forecast Display SP,Spain,returning,104021,203,6,1361.03,783.32,0.0019515290181790215,226.83833333333334,0.5755347053334607,0.029556650246305417,2024,10,42,Thursday
CAMP-00681,2026-02-08,social,Ameliorated optimizing knowledge user Social SP,Spain,vip,7034,395,16,1188.66,2352.55,0.05615581461472846,74.29125,1.9791614086450289,0.04050632911392405,2026,2,6,Sunday
CAMP-00181,2025-09-20,search,Right-sized mission-critical structure Search GE,Germany,vip,24002,2049,61,2237.32,6932.1,0.08536788600949921,36.67737704918033,3.098394507714587,0.02977061981454368,2025,9,38,Saturday
CAMP-03949,2024-05-18,social,Phased composite analyzer Social NE,Netherlands,vip,4154,143,3,647.4,346.82,0.034424650938854114,215.79999999999998,0.5357120790855731,0.02097902097902098,2024,5,20,Saturday
CAMP-01770,2025-08-02,social,Enterprise-wide optimizing capability Social FR,France,returning,21577,699,29,3203.67,3037.7,0.03239560643277564,110.47137931034483,0.9481937902468106,0.04148783977110158,2025,8,31,Saturday
CAMP-03144,2024-08-10,social,Synergized grid-enabled alliance Social GE,Germany,new,60539,1119,36,924.22,4855.92,0.018483952493433986,25.672777777777778,5.254073705394819,0.032171581769437,2024,8,32,Saturday
CAMP-04318,2026-05-10,display,User-centric foreground toolset Display FR,France,new,91430,194,4,1704.45,490.82,0.002121841846221153,426.1125,0.2879638593094547,0.020618556701030927,2026,5,19,Sunday
CAMP-00279,2025-07-22,search,Visionary fresh-thinking hierarchy Search SP,Spain,vip,40901,2941,70,914.63,8991.59,0.07190533238796118,13.066142857142857,9.830849633185004,0.023801428085685142,2025,7,30,Tuesday
CAMP-01150,2026-02-18,social,Reactive maximized migration Social GE,Germany,returning,20534,265,6,686.25,818.48,0.012905425148534138,114.375,1.1926848816029145,0.022641509433962263,2026,2,8,Wednesday
CAMP-00433,2024-07-06,display,Function-based high-level framework Display IT,Italy,returning,36330,85,1,276.52,94.62,0.002339664189375172,276.52,0.3421813973672791,0.011764705882352941,2024,7,27,Saturday
